,Computer Time (microseconds),Arduino Time (seconds),pulseTime (microseconds)
0,1760001971142566.0,129638948.0,10064.0
1,1760001971142769.0,129665588.0,3349.0
2,1760001971142953.0,129692280.0,3440.0
3,1760001971143133.0,129719024.0,3498.0
4,1760001971143418.0,129745796.0,3522.0
5,1760001971143607.0,129772624.0,3575.0
6,1760001971143786.0,129799484.0,3616.0
7,1760001971143963.0,129826312.0,3575.0
8,1760001971144140.0,129853228.0,3671.0
9,1760001971144320.0,129880176.0,3689.0
10,1760001971144498.0,129907244.0,3813.0
11,1760001971144681.0,129940624.0,10091.0
12,1760001971144864.0,129977908.0,13928.0
13,1760001971145058.0,130011436.0,10191.0
14,1760001971145269.0,130044916.0,10142.0
15,1760001971145460.0,130078344.0,10091.0
16,1760001971145647.0,130111896.0,10216.0
17,1760001971145835.0,130145472.0,10243.0
18,1760001971146021.0,130179200.0,10388.0
19,1760001971146211.0,130216488.0,13928.0
20,1760001971146400.0,130253804.0,13959.0
21,1760001971146589.0,130287304.0,10167.0
22,1760001971146773.0,130320884.0,10242.0
23,1760001971146959.0,130354432.0,10216.0
24,1760001971147150.0,130387992.0,10217.0
25,1760001971147336.0,130421512.0,10191.0
26,1760001971147520.0,130455140.0,10293.0
27,1760001971147706.0,130488692.0,10216.0
28,1760001971147893.0,130522220.0,10193.0
29,1760001971148084.0,130555776.0,10217.0
30,1760001971148271.0,130593064.0,13928.0
31,1760001971148457.0,130626572.0,10167.0
32,1760001971148641.0,130660144.0,10243.0
33,1760001971148833.0,130693672.0,10191.0
34,1760001971149022.0,130730964.0,13936.0
35,1760001971149226.0,130764492.0,10191.0
36,1760001971149405.0,130798120.0,10293.0
37,1760001971149585.0,130835412.0,13935.0
38,1760001971149768.0,130868892.0,10142.0
39,1760001971149951.0,130902420.0,10192.0
40,1760001971150132.0,130936024.0,10268.0
41,1760001971150312.0,130973312.0,13932.0
42,1760001971150491.0,131006968.0,10318.0
43,1760001971150671.0,131044260.0,13936.0
44,1760001971150848.0,131077788.0,10192.0
45,1760001971151027.0,131111360.0,10242.0
46,1760001971151206.0,131148648.0,13936.0
47,1760001971151387.0,131185936.0,13929.0
48,1760001971151573.0,131219516.0,10243.0
49,1760001971151768.0,131256796.0,13929.0
50,1760001971151961.0,131294088.0,13935.0
51,1760001971152154.0,131327636.0,10217.0
52,1760001971152431.0,131364928.0,13932.0
53,1760001971152870.0,131402212.0,13929.0
54,1760001971153059.0,131439496.0,13935.0
55,1760001971153238.0,131476788.0,13929.0
56,1760001971153419.0,131514076.0,13931.0
57,1760001971153595.0,131547676.0,10268.0
58,1760001971153776.0,131581360.0,10344.0
59,1760001971153951.0,131618648.0,13939.0
