,Computer Time (microseconds),Arduino Time (seconds),pulseTime (microseconds)
0,1760001176391271.0,17736232.0,13918.0
1,1760001176391601.0,17763456.0,13917.0
2,1760001176391823.0,17790692.0,13920.0
3,1760001176392143.0,17817904.0,13895.0
4,1760001176392354.0,17845132.0,13923.0
5,1760001176392536.0,17872364.0,13918.0
6,1760001176392710.0,17899596.0,13921.0
7,1760001176392888.0,17926828.0,13921.0
8,1760001176393064.0,17954056.0,13920.0
9,1760001176393322.0,17981288.0,13926.0
10,1760001176393512.0,18008524.0,13921.0
11,1760001176393685.0,18035760.0,13924.0
12,1760001176393858.0,18062988.0,13917.0
13,1760001176394030.0,18090216.0,13918.0
14,1760001176394204.0,18117456.0,13928.0
15,1760001176394378.0,18144684.0,13921.0
16,1760001176394547.0,18171920.0,13924.0
17,1760001176394719.0,18199124.0,13896.0
18,1760001176394897.0,18226356.0,13917.0
19,1760001176395073.0,18253588.0,13924.0
20,1760001176395245.0,18280816.0,13918.0
21,1760001176395418.0,18308044.0,13923.0
22,1760001176395596.0,18335276.0,13918.0
23,1760001176395783.0,18362508.0,13918.0
24,1760001176395964.0,18389716.0,13895.0
25,1760001176396144.0,18416948.0,13919.0
26,1760001176396320.0,18444156.0,13902.0
27,1760001176396494.0,18471392.0,13922.0
28,1760001176396666.0,18498624.0,13918.0
29,1760001176396840.0,18525852.0,13922.0
30,1760001176397115.0,18553088.0,13921.0
31,1760001176397299.0,18580320.0,13925.0
32,1760001176397472.0,18607552.0,13919.0
33,1760001176397647.0,18634792.0,13928.0
34,1760001176397819.0,18662020.0,13919.0
35,1760001176398031.0,18689252.0,13919.0
36,1760001176398217.0,18716484.0,13924.0
37,1760001176398392.0,18743716.0,13919.0
38,1760001176398564.0,18770920.0,13900.0
39,1760001176398738.0,18798152.0,13919.0
40,1760001176398919.0,18825384.0,13918.0
41,1760001176399096.0,18852596.0,13903.0
42,1760001176399271.0,18879824.0,13918.0
43,1760001176399446.0,18907064.0,13924.0
44,1760001176399626.0,18934276.0,13897.0
45,1760001176399808.0,18961508.0,13917.0
46,1760001176399983.0,18988736.0,13919.0
47,1760001176400158.0,19015968.0,13919.0
48,1760001176400332.0,19043176.0,13902.0
49,1760001176400503.0,19070384.0,13896.0
50,1760001176400682.0,19097596.0,13902.0
51,1760001176400855.0,19124808.0,13895.0
52,1760001176401028.0,19152040.0,13919.0
53,1760001176401202.0,19179248.0,13900.0
54,1760001176401376.0,19206456.0,13894.0
55,1760001176401557.0,19233684.0,13926.0
56,1760001176401819.0,19260892.0,13895.0
57,1760001176402017.0,19288108.0,13903.0
58,1760001176402198.0,19315304.0,13894.0
59,1760001176402372.0,19342536.0,13919.0
60,1760001176402560.0,19369764.0,13924.0
61,1760001176402737.0,19396996.0,13919.0
62,1760001176402923.0,19424232.0,13923.0
63,1760001176403125.0,19451464.0,13920.0
64,1760001176403307.0,19478696.0,13919.0
65,1760001176403489.0,19505928.0,13928.0
66,1760001176403673.0,19533160.0,13918.0
67,1760001176403849.0,19560396.0,13928.0
68,1760001176404027.0,19587628.0,13918.0
69,1760001176404233.0,19614864.0,13921.0
