,Computer Time (microseconds),Arduino Time (seconds),pulseTime (microseconds)
0,1760002408737259.0,16308.0,13943.0
1,1760002408757950.0,39736.0,10290.0
2,1760002408782543.0,62984.0,10112.0
3,1760002408807070.0,86304.0,10186.0
4,1760002408831681.0,113408.0,13939.0
5,1760002408856232.0,136864.0,10264.0
6,1760002408880771.0,160412.0,10364.0
7,1760002408905211.0,183892.0,10290.0
8,1760002408925854.0,207320.0,10239.0
9,1760002408950610.0,230744.0,10237.0
10,1760002408974880.0,254044.0,10113.0
11,1760002408995529.0,277468.0,10237.0
12,1760002409024188.0,304616.0,13936.0
13,1760002409052664.0,331772.0,13945.0
14,1760002409073291.0,355252.0,10289.0
15,1760002409097837.0,378704.0,10263.0
16,1760002409126653.0,405852.0,13936.0
17,1760002409142930.0,423784.0,4775.0
18,1760002409167636.0,446984.0,10061.0
19,1760002409183896.0,464564.0,4426.0
20,1760002409200270.0,482088.0,4420.0
21,1760002409220533.0,499420.0,4231.0
22,1760002409237096.0,517892.0,5363.0
23,1760002409253481.0,534940.0,3946.0
24,1760002409273923.0,552100.0,4059.0
25,1760002409290475.0,569020.0,3823.0
26,1760002409306907.0,585804.0,3683.0
27,1760002409323533.0,602512.0,3617.0
28,1760002409339952.0,619216.0,3605.0
29,1760002409356038.0,637332.0,5007.0
30,1760002409372296.0,653712.0,3285.0
31,1760002409388631.0,670076.0,3268.0
32,1760002409417358.0,697176.0,13945.0
33,1760002409433676.0,715352.0,5017.0
34,1760002409450084.0,730556.0,2111.0
35,1760002409466543.0,748308.0,4646.0
36,1760002409487099.0,765992.0,4577.0
37,1760002409503310.0,783888.0,4791.0
38,1760002409519769.0,801588.0,4600.0
39,1760002409544290.0,824840.0,10109.0
40,1760002409560655.0,842504.0,4511.0
41,1760002409581129.0,860032.0,4427.0
42,1760002409597510.0,877408.0,4273.0
43,1760002409614074.0,894736.0,4222.0
44,1760002409630254.0,912012.0,4174.0
45,1760002409650852.0,929260.0,4148.0
46,1760002409667433.0,947092.0,4724.0
47,1760002409683518.0,964644.0,4442.0
48,1760002409704058.0,982032.0,4289.0
49,1760002409720680.0,999504.0,4372.0
50,1760002409736803.0,1016732.0,4131.0
51,1760002409753190.0,1033976.0,4090.0
52,1760002409773631.0,1051204.0,4074.0
53,1760002409789931.0,1068368.0,4012.0
54,1760002409806748.0,1085476.0,3952.0
55,1760002409822841.0,1102600.0,3979.0
56,1760002409839210.0,1119676.0,3921.0
57,1760002409855727.0,1136788.0,3954.0
58,1760002409876062.0,1153856.0,3921.0
59,1760002409892562.0,1170900.0,3888.0
60,1760002409909006.0,1187960.0,3905.0
61,1760002409925232.0,1204972.0,3872.0
62,1760002409941591.0,1221964.0,3839.0
63,1760002409957951.0,1238972.0,3862.0
64,1760002409978458.0,1255976.0,3848.0
65,1760002409994748.0,1273000.0,3872.0
66,1760002410011371.0,1289960.0,3813.0
67,1760002410027626.0,1306948.0,3830.0
68,1760002410044139.0,1323900.0,3804.0
69,1760002410060398.0,1340876.0,3823.0
70,1760002410076842.0,1357848.0,3820.0
71,1760002410097142.0,1374836.0,3839.0
72,1760002410113650.0,1391800.0,3806.0
73,1760002410130249.0,1408728.0,3780.0
74,1760002410146391.0,1425656.0,3772.0
75,1760002410162754.0,1442584.0,3778.0
76,1760002410179111.0,1459528.0,3789.0
77,1760002410195674.0,1476420.0,3746.0
78,1760002410215977.0,1493360.0,3789.0
79,1760002410232433.0,1510276.0,3763.0
80,1760002410248889.0,1527188.0,3757.0
81,1760002410265119.0,1544096.0,3755.0
82,1760002410281556.0,1561000.0,3748.0
83,1760002410297932.0,1577908.0,3755.0
84,1760002410314315.0,1594856.0,3790.0
85,1760002410334678.0,1611784.0,3771.0
86,1760002410351074.0,1628700.0,3766.0
87,1760002410367679.0,1645608.0,3755.0
88,1760002410384138.0,1662504.0,3749.0
89,1760002410400338.0,1679400.0,3738.0
90,1760002410416664.0,1696316.0,3772.0
91,1760002410433057.0,1713252.0,3781.0
92,1760002410453324.0,1730224.0,3822.0
93,1760002410469965.0,1747200.0,3822.0
94,1760002410486485.0,1764208.0,3861.0
95,1760002410502709.0,1781380.0,4019.0
96,1760002410519129.0,1798548.0,4012.0
97,1760002410535558.0,1815760.0,4058.0
98,1760002410555783.0,1833124.0,4209.0
99,1760002410572270.0,1850376.0,4105.0
100,1760002410588833.0,1867700.0,4174.0
101,1760002410605118.0,1885252.0,4393.0
102,1760002410625746.0,1902912.0,4503.0
103,1760002410641979.0,1920496.0,4430.0
104,1760002410658490.0,1938412.0,4761.0
105,1760002410678962.0,1956392.0,4824.0
106,1760002410695167.0,1974372.0,4817.0
107,1760002410715688.0,1992412.0,4885.0
108,1760002410732090.0,2010488.0,4920.0
109,1760002410748461.0,2028760.0,5111.0
110,1760002410769161.0,2047092.0,5162.0
111,1760002410785336.0,2065364.0,5117.0
112,1760002410806021.0,2083728.0,5204.0
113,1760002410822176.0,2102244.0,5357.0
114,1760002410842872.0,2120736.0,5326.0
115,1760002410859019.0,2139256.0,5360.0
116,1760002410879500.0,2157704.0,5298.0
117,1760002410899955.0,2176240.0,5373.0
118,1760002410916353.0,2194676.0,5273.0
119,1760002410936664.0,2213084.0,5246.0
120,1760002410953235.0,2231532.0,5278.0
121,1760002410973679.0,2249932.0,5233.0
122,1760002410990245.0,2268324.0,5231.0
123,1760002411010544.0,2286716.0,5242.0
124,1760002411026989.0,2305032.0,5158.0
125,1760002411043317.0,2323384.0,5194.0
126,1760002411063831.0,2341848.0,5305.0
127,1760002411080170.0,2360052.0,5043.0
128,1760002411100861.0,2378236.0,5027.0
129,1760002411117081.0,2396532.0,5133.0
130,1760002411137618.0,2414612.0,4924.0
131,1760002411153903.0,2432636.0,4870.0
132,1760002411174393.0,2450584.0,4786.0
133,1760002411191111.0,2468460.0,4718.0
