,Computer Time (microseconds),Arduino Time (seconds),pulseTime (microseconds),pulsetime/2 in seconds,Distance Estimate in cm,Actual In cm
1216,1.76E+15,33093820,1148,0.000574,20.874658,20
1217,1.76E+15,33118136,1135,0.0005675,20.6382725,20
1218,1.76E+15,33142452,1136,0.000568,20.656456,20
1219,1.76E+15,33166748,1116,0.000558,20.292786,20
1220,1.76E+15,33191100,1167,0.0005835,21.2201445,
1221,1.76E+15,33215412,1135,0.0005675,20.6382725,
1222,1.76E+15,33239748,1154,0.000577,20.983759,
1223,1.76E+15,33264100,1173,0.0005865,21.3292455,
1224,1.76E+15,33288452,1173,0.0005865,21.3292455,
1225,1.76E+15,33312876,1242,0.000621,22.583907,
1226,1.76E+15,33337276,1229,0.0006145,22.3475215,
1227,1.76E+15,33361744,1285,0.0006425,23.3657975,
1228,1.76E+15,33386240,1321,0.0006605,24.0204035,
1229,1.76E+15,33410772,1355,0.0006775,24.6386425,
1230,1.76E+15,33435340,1389,0.0006945,25.2568815,
1231,1.76E+15,33459944,1423,0.0007115,25.8751205,
1232,1.76E+15,33484548,1423,0.0007115,25.8751205,
1233,1.76E+15,33509180,1457,0.0007285,26.4933595,
1234,1.76E+15,33533872,1508,0.000754,27.420718,
1235,1.76E+15,33558564,1507,0.0007535,27.4025345,
1236,1.76E+15,33583296,1552,0.000776,28.220792,
1237,1.76E+15,33608052,1569,0.0007845,28.5299115,
1238,1.76E+15,33632856,1619,0.0008095,29.4390865,
1239,1.76E+15,33657676,1643,0.0008215,29.8754905,
1240,1.76E+15,33682484,1626,0.000813,29.566371,
1241,1.76E+15,33707300,1636,0.000818,29.748206,
1242,1.76E+15,33732108,1620,0.00081,29.45727,
1243,1.76E+15,33756952,1660,0.00083,30.18461,
1244,1.76E+15,33781824,1688,0.000844,30.693748,
1245,1.76E+15,33806644,1637,0.0008185,29.7663895,
1246,1.76E+15,33831500,1671,0.0008355,30.3846285,30
1247,1.76E+15,33856360,1677,0.0008385,30.4937295,30
1248,1.76E+15,33881200,1654,0.000827,30.075509,30
1249,1.76E+15,33906068,1688,0.000844,30.693748,30
1250,1.76E+15,33930972,1718,0.000859,31.239253,30
1251,1.76E+15,33955864,1709,0.0008545,31.0756015,30
1252,1.76E+15,33980728,1687,0.0008435,30.6755645,30
1253,1.76E+15,34005632,1718,0.000859,31.239253,30
1254,1.76E+15,34030524,1708,0.000854,31.057418,30
1255,1.76E+15,34055448,1733,0.0008665,31.5120055,30
1256,1.76E+15,34080348,1718,0.000859,31.239253,30
1257,1.76E+15,34105312,1785,0.0008925,32.4575475,30
1258,1.76E+15,34130228,1733,0.0008665,31.5120055,30
1259,1.76E+15,34155152,1733,0.0008665,31.5120055,30
1260,1.76E+15,34180104,1770,0.000885,32.184795,30
1261,1.76E+15,34205020,1733,0.0008665,31.5120055,30
1262,1.76E+15,34229936,1733,0.0008665,31.5120055,30
1263,1.76E+15,34254864,1739,0.0008695,31.6211065,30
1264,1.76E+15,34279792,1748,0.000874,31.784758,30
1265,1.76E+15,34304700,1718,0.000859,31.239253,30
1266,1.76E+15,34329624,1739,0.0008695,31.6211065,30
1267,1.76E+15,34354508,1703,0.0008515,30.9665005,30
1268,1.76E+15,34379440,1748,0.000874,31.784758,30
1269,1.76E+15,34404348,1724,0.000862,31.348354,30
1270,1.76E+15,34429220,1687,0.0008435,30.6755645,30
1271,1.76E+15,34454140,1733,0.0008665,31.5120055,30
1272,1.76E+15,34479032,1709,0.0008545,31.0756015,30
1273,1.76E+15,34503892,1671,0.0008355,30.3846285,30
1274,1.76E+15,34528800,1718,0.000859,31.239253,30
1275,1.76E+15,34553672,1694,0.000847,30.802849,30
1276,1.76E+15,34578548,1687,0.0008435,30.6755645,30
1277,1.76E+15,34603384,1654,0.000827,30.075509,30
1278,1.76E+15,34628220,1654,0.000827,30.075509,30
1279,1.76E+15,34653116,1709,0.0008545,31.0756015,30
1280,1.76E+15,34678008,1703,0.0008515,30.9665005,30
1281,1.76E+15,34702900,1702,0.000851,30.948317,30
1282,1.76E+15,34727788,1709,0.0008545,31.0756015,30
1283,1.76E+15,34752672,1703,0.0008515,30.9665005,30
1284,1.76E+15,34777556,1703,0.0008515,30.9665005,30
1285,1.76E+15,34802444,1709,0.0008545,31.0756015,30
1286,1.76E+15,34827288,1660,0.00083,30.18461,30
1287,1.76E+15,34852116,1654,0.000827,30.075509,30
1288,1.76E+15,34876960,1654,0.000827,30.075509,30
1289,1.76E+15,34901800,1661,0.0008305,30.2027935,30
1290,1.76E+15,34926716,1733,0.0008665,31.5120055,30
1291,1.76E+15,34951632,1733,0.0008665,31.5120055,30
1292,1.76E+15,34976476,1660,0.00083,30.18461,30
1293,1.76E+15,35001320,1660,0.00083,30.18461,30
1294,1.76E+15,35026156,1654,0.000827,30.075509,30
1295,1.76E+15,35051000,1654,0.000827,30.075509,30
1296,1.76E+15,35075844,1660,0.00083,30.18461,30
1297,1.76E+15,35100684,1659,0.0008295,30.1664265,30
1298,1.76E+15,35125520,1654,0.000827,30.075509,30
1299,1.76E+15,35150360,1654,0.000827,30.075509,30
1300,1.76E+15,35175200,1660,0.00083,30.18461,30
1301,1.76E+15,35200048,1659,0.0008295,30.1664265,30
1302,1.76E+15,35224876,1654,0.000827,30.075509,30
1303,1.76E+15,35249720,1654,0.000827,30.075509,30
1304,1.76E+15,35274560,1660,0.00083,30.18461,30
1305,1.76E+15,35299396,1654,0.000827,30.075509,30
1306,1.76E+15,35324232,1654,0.000827,30.075509,30
1307,1.76E+15,35349072,1654,0.000827,30.075509,30
1308,1.76E+15,35373908,1660,0.00083,30.18461,30
1309,1.76E+15,35398752,1654,0.000827,30.075509,30
1310,1.76E+15,35423588,1654,0.000827,30.075509,30
1311,1.76E+15,35448432,1654,0.000827,30.075509,30
1312,1.76E+15,35473276,1660,0.00083,30.18461,30
1313,1.76E+15,35498112,1654,0.000827,30.075509,30
1314,1.76E+15,35522952,1654,0.000827,30.075509,30
1315,1.76E+15,35547788,1654,0.000827,30.075509,30
1316,1.76E+15,35572632,1660,0.00083,30.18461,30
1317,1.76E+15,35597476,1654,0.000827,30.075509,30
1318,1.76E+15,35622312,1654,0.000827,30.075509,30
1319,1.76E+15,35647156,1654,0.000827,30.075509,30
1320,1.76E+15,35671992,1661,0.0008305,30.2027935,30
1321,1.76E+15,35696836,1655,0.0008275,30.0936925,30
1322,1.76E+15,35721672,1654,0.000827,30.075509,30
1323,1.76E+15,35746512,1660,0.00083,30.18461,30
1324,1.76E+15,35771356,1660,0.00083,30.18461,30
1325,1.76E+15,35796200,1654,0.000827,30.075509,30
1326,1.76E+15,35821040,1654,0.000827,30.075509,30
1327,1.76E+15,35845880,1660,0.00083,30.18461,30
1328,1.76E+15,35870720,1660,0.00083,30.18461,30
1329,1.76E+15,35895560,1654,0.000827,30.075509,30
1330,1.76E+15,35920400,1654,0.000827,30.075509,30
1331,1.76E+15,35945240,1660,0.00083,30.18461,30
1332,1.76E+15,35970084,1660,0.00083,30.18461,30
1333,1.76E+15,35994916,1654,0.000827,30.075509,30
1334,1.76E+15,36019756,1654,0.000827,30.075509,30
1335,1.76E+15,36044600,1660,0.00083,30.18461,30
1336,1.76E+15,36069440,1653,0.0008265,30.0573255,30
1337,1.76E+15,36094276,1654,0.000827,30.075509,30
1338,1.76E+15,36119120,1653,0.0008265,30.0573255,30
1339,1.76E+15,36143956,1660,0.00083,30.18461,30
1340,1.76E+15,36168800,1654,0.000827,30.075509,30
1341,1.76E+15,36193628,1654,0.000827,30.075509,30
1342,1.76E+15,36218468,1653,0.0008265,30.0573255,30
1343,1.76E+15,36243320,1660,0.00083,30.18461,30
1344,1.76E+15,36268160,1653,0.0008265,30.0573255,30
1345,1.76E+15,36292988,1654,0.000827,30.075509,30
1346,1.76E+15,36317832,1654,0.000827,30.075509,30
1347,1.76E+15,36342676,1660,0.00083,30.18461,30
1348,1.76E+15,36367512,1654,0.000827,30.075509,30
1349,1.76E+15,36392348,1654,0.000827,30.075509,30
1350,1.76E+15,36417192,1654,0.000827,30.075509,30
1351,1.76E+15,36442028,1659,0.0008295,30.1664265,30
1352,1.76E+15,36466868,1654,0.000827,30.075509,30
1353,1.76E+15,36491708,1654,0.000827,30.075509,30
1354,1.76E+15,36516552,1660,0.00083,30.18461,30
1355,1.76E+15,36541392,1660,0.00083,30.18461,30
1356,1.76E+15,36566236,1654,0.000827,30.075509,30
1357,1.76E+15,36591080,1654,0.000827,30.075509,30
1358,1.76E+15,36615920,1660,0.00083,30.18461,30
1359,1.76E+15,36640756,1660,0.00083,30.18461,30
1360,1.76E+15,36665596,1654,0.000827,30.075509,30
1361,1.76E+15,36690436,1654,0.000827,30.075509,30
1362,1.76E+15,36715276,1660,0.00083,30.18461,30
1363,1.76E+15,36740124,1660,0.00083,30.18461,30
1364,1.76E+15,36764956,1654,0.000827,30.075509,30
1365,1.76E+15,36789800,1654,0.000827,30.075509,30
1366,1.76E+15,36814636,1659,0.0008295,30.1664265,30
1367,1.76E+15,36839484,1660,0.00083,30.18461,30
1368,1.76E+15,36864320,1654,0.000827,30.075509,30
1369,1.76E+15,36889156,1654,0.000827,30.075509,30
1370,1.76E+15,36913992,1660,0.00083,30.18461,30
1371,1.76E+15,36938832,1654,0.000827,30.075509,30
1372,1.76E+15,36963668,1654,0.000827,30.075509,30
1373,1.76E+15,36988508,1654,0.000827,30.075509,30
1374,1.76E+15,37013344,1660,0.00083,30.18461,30
1375,1.76E+15,37038188,1653,0.0008265,30.0573255,30
1376,1.76E+15,37063020,1654,0.000827,30.075509,30
1377,1.76E+15,37087860,1653,0.0008265,30.0573255,30
1378,1.76E+15,37112708,1660,0.00083,30.18461,30
1379,1.76E+15,37137552,1653,0.0008265,30.0573255,30
1380,1.76E+15,37162384,1653,0.0008265,30.0573255,30
1381,1.76E+15,37187228,1654,0.000827,30.075509,30
1382,1.76E+15,37212064,1661,0.0008305,30.2027935,30
1383,1.76E+15,37236908,1654,0.000827,30.075509,30
1384,1.76E+15,37261752,1654,0.000827,30.075509,30
1385,1.76E+15,37286588,1656,0.000828,30.111876,30
1386,1.76E+15,37311428,1660,0.00083,30.18461,30
1387,1.76E+15,37336268,1654,0.000827,30.075509,30
1388,1.76E+15,37361108,1654,0.000827,30.075509,30
1389,1.76E+15,37385952,1660,0.00083,30.18461,30
1390,1.76E+15,37410792,1659,0.0008295,30.1664265,30
1391,1.76E+15,37435628,1654,0.000827,30.075509,30
1392,1.76E+15,37460468,1654,0.000827,30.075509,30
1393,1.76E+15,37485312,1660,0.00083,30.18461,30
1394,1.76E+15,37510160,1660,0.00083,30.18461,30
1395,1.76E+15,37534996,1654,0.000827,30.075509,30
1396,1.76E+15,37559840,1654,0.000827,30.075509,30
1397,1.76E+15,37584684,1660,0.00083,30.18461,30
1398,1.76E+15,37609528,1660,0.00083,30.18461,30
1399,1.76E+15,37634364,1654,0.000827,30.075509,30
1400,1.76E+15,37659200,1654,0.000827,30.075509,30
1401,1.76E+15,37684040,1660,0.00083,30.18461,30
1402,1.76E+15,37708880,1654,0.000827,30.075509,30
1403,1.76E+15,37733716,1654,0.000827,30.075509,30
1404,1.76E+15,37758560,1654,0.000827,30.075509,30
1405,1.76E+15,37783400,1659,0.0008295,30.1664265,30
1406,1.76E+15,37808244,1654,0.000827,30.075509,30
1407,1.76E+15,37833076,1653,0.0008265,30.0573255,30
1408,1.76E+15,37857916,1653,0.0008265,30.0573255,30
1409,1.76E+15,37882764,1660,0.00083,30.18461,30
1410,1.76E+15,37907608,1654,0.000827,30.075509,30
1411,1.76E+15,37932440,1653,0.0008265,30.0573255,30
1412,1.76E+15,37957284,1654,0.000827,30.075509,30
1413,1.76E+15,37982128,1660,0.00083,30.18461,30
1414,1.76E+15,38007044,1733,0.0008665,31.5120055,30
1415,1.76E+15,38031916,1687,0.0008435,30.6755645,30
1416,1.76E+15,38056820,1724,0.000862,31.348354,30
1417,1.76E+15,38081744,1733,0.0008665,31.5120055,30
1418,1.76E+15,38106632,1703,0.0008515,30.9665005,30
1419,1.76E+15,38131552,1739,0.0008695,31.6211065,30
1420,1.76E+15,38156500,1764,0.000882,32.075694,30
1421,1.76E+15,38181544,1855,0.0009275,33.7303925,30
1422,1.76E+15,38206604,1870,0.000935,34.003145,
1423,1.76E+15,38231672,1885,0.0009425,34.2758975,
1424,1.76E+15,38256796,1931,0.0009655,35.1123385,
1425,1.76E+15,38281996,2022,0.001011,36.767037,
1426,1.76E+15,38307224,2038,0.001019,37.057973,
1427,1.76E+15,38332468,2053,0.0010265,37.3307255,
1428,1.76E+15,38357748,2096,0.001048,38.112616,
1429,1.76E+15,38383064,2124,0.001062,38.621754,
1430,1.76E+15,38408484,2231,0.0011155,40.5673885,
1431,1.76E+15,38433952,2279,0.0011395,41.4401965,
1432,1.76E+15,38459448,2312,0.001156,42.040252,
1433,1.76E+15,38484916,2285,0.0011425,41.5492975,
1434,1.76E+15,38510392,2285,0.0011425,41.5492975,
1435,1.76E+15,38535832,2258,0.001129,41.058343,
1436,1.76E+15,38561344,2326,0.001163,42.294821,
1437,1.76E+15,38586924,2392,0.001196,43.494932,
1438,1.76E+15,38612516,2406,0.001203,43.749501,
1439,1.76E+15,38638068,2366,0.001183,43.022161,
1440,1.76E+15,38663608,2353,0.0011765,42.7857755,
1441,1.76E+15,38689204,2406,0.001203,43.749501,
1442,1.76E+15,38714752,2360,0.00118,42.91306,
1443,1.76E+15,38740308,2360,0.00118,42.91306,
1444,1.76E+15,38765888,2387,0.0011935,43.4040145,
1445,1.76E+15,38791472,2386,0.001193,43.385831,
1446,1.76E+15,38817052,2387,0.0011935,43.4040145,
1447,1.76E+15,38842632,2386,0.001193,43.385831,
1448,1.76E+15,38868184,2360,0.00118,42.91306,
1449,1.76E+15,38893736,2359,0.0011795,42.8948765,
1450,1.76E+15,38919288,2359,0.0011795,42.8948765,
1451,1.76E+15,38944872,2400,0.0012,43.6404,
1452,1.76E+15,38970408,2352,0.001176,42.767592,
1453,1.76E+15,38995956,2366,0.001183,43.022161,
1454,1.76E+15,39021484,2339,0.0011695,42.5312065,
1455,1.76E+15,39047024,2353,0.0011765,42.7857755,
1456,1.76E+15,39072540,2326,0.001163,42.294821,
1457,1.76E+15,39098096,2366,0.001183,43.022161,
1458,1.76E+15,39123596,2312,0.001156,42.040252,
1459,1.76E+15,39149136,2352,0.001176,42.767592,
1460,1.76E+15,39174628,2299,0.0011495,41.8038665,
1461,1.76E+15,39200212,2393,0.0011965,43.5131155,
1462,1.76E+15,39225680,2285,0.0011425,41.5492975,40
1463,1.76E+15,39251124,2253,0.0011265,40.9674255,40
1464,1.76E+15,39276640,2319,0.0011595,42.1675365,40
1465,1.76E+15,39302096,2272,0.001136,41.312912,40
1466,1.76E+15,39327556,2272,0.001136,41.312912,40
1467,1.76E+15,39353024,2285,0.0011425,41.5492975,40
1468,1.76E+15,39378468,2259,0.0011295,41.0765265,40
1469,1.76E+15,39403888,2232,0.001116,40.585572,40
1470,1.76E+15,39429308,2225,0.0011125,40.4582875,40
1471,1.76E+15,39454816,2319,0.0011595,42.1675365,40
1472,1.76E+15,39480272,2272,0.001136,41.312912,40
1473,1.76E+15,39505704,2245,0.0011225,40.8219575,40
1474,1.76E+15,39531136,2244,0.001122,40.803774,40
1475,1.76E+15,39556572,2245,0.0011225,40.8219575,40
1476,1.76E+15,39582004,2244,0.001122,40.803774,40
1477,1.76E+15,39607436,2239,0.0011195,40.7128565,40
1478,1.76E+15,39632864,2244,0.001122,40.803774,40
1479,1.76E+15,39658296,2244,0.001122,40.803774,40
1480,1.76E+15,39683796,2312,0.001156,42.040252,40
1481,1.76E+15,39709268,2285,0.0011425,41.5492975,40
1482,1.76E+15,39734684,2231,0.0011155,40.5673885,40
1483,1.76E+15,39760104,2225,0.0011125,40.4582875,40
1484,1.76E+15,39785528,2231,0.0011155,40.5673885,40
1485,1.76E+15,39810940,2231,0.0011155,40.5673885,40
1486,1.76E+15,39836360,2231,0.0011155,40.5673885,40
1487,1.76E+15,39861780,2231,0.0011155,40.5673885,40
1488,1.76E+15,39887196,2231,0.0011155,40.5673885,40
1489,1.76E+15,39912620,2225,0.0011125,40.4582875,40
1490,1.76E+15,39938040,2231,0.0011155,40.5673885,40
1491,1.76E+15,39963452,2231,0.0011155,40.5673885,40
1492,1.76E+15,39988876,2231,0.0011155,40.5673885,40
1493,1.76E+15,40014292,2231,0.0011155,40.5673885,40
1494,1.76E+15,40039708,2231,0.0011155,40.5673885,40
1495,1.76E+15,40065124,2224,0.001112,40.440104,40
1496,1.76E+15,40090536,2231,0.0011155,40.5673885,40
1497,1.76E+15,40115948,2230,0.001115,40.549205,40
1498,1.76E+15,40141364,2231,0.0011155,40.5673885,40
1499,1.76E+15,40166784,2231,0.0011155,40.5673885,40
1500,1.76E+15,40192204,2225,0.0011125,40.4582875,40
1501,1.76E+15,40217628,2231,0.0011155,40.5673885,40
1502,1.76E+15,40243040,2231,0.0011155,40.5673885,40
1503,1.76E+15,40268456,2231,0.0011155,40.5673885,40
1504,1.76E+15,40293876,2231,0.0011155,40.5673885,40
1505,1.76E+15,40319296,2231,0.0011155,40.5673885,40
1506,1.76E+15,40344720,2226,0.001113,40.476471,40
1507,1.76E+15,40370136,2232,0.001116,40.585572,40
1508,1.76E+15,40395556,2231,0.0011155,40.5673885,40
1509,1.76E+15,40420972,2232,0.001116,40.585572,40
1510,1.76E+15,40446404,2232,0.001116,40.585572,40
1511,1.76E+15,40471824,2231,0.0011155,40.5673885,40
1512,1.76E+15,40497244,2225,0.0011125,40.4582875,40
1513,1.76E+15,40522656,2232,0.001116,40.585572,40
1514,1.76E+15,40548076,2231,0.0011155,40.5673885,40
1515,1.76E+15,40573496,2232,0.001116,40.585572,40
1516,1.76E+15,40598916,2230,0.001115,40.549205,40
1517,1.76E+15,40624340,2225,0.0011125,40.4582875,40
1518,1.76E+15,40649764,2231,0.0011155,40.5673885,40
1519,1.76E+15,40675176,2232,0.001116,40.585572,40
1520,1.76E+15,40700596,2232,0.001116,40.585572,40
1521,1.76E+15,40726020,2231,0.0011155,40.5673885,40
1522,1.76E+15,40751440,2232,0.001116,40.585572,40
1523,1.76E+15,40776864,2225,0.0011125,40.4582875,40
1524,1.76E+15,40802276,2231,0.0011155,40.5673885,40
1525,1.76E+15,40827696,2231,0.0011155,40.5673885,40
1526,1.76E+15,40853116,2232,0.001116,40.585572,40
1527,1.76E+15,40878540,2231,0.0011155,40.5673885,40
1528,1.76E+15,40903964,2231,0.0011155,40.5673885,40
1529,1.76E+15,40929384,2225,0.0011125,40.4582875,40
1530,1.76E+15,40954792,2231,0.0011155,40.5673885,40
1531,1.76E+15,40980212,2231,0.0011155,40.5673885,40
1532,1.76E+15,41005632,2231,0.0011155,40.5673885,40
1533,1.76E+15,41031048,2231,0.0011155,40.5673885,40
1534,1.76E+15,41056460,2225,0.0011125,40.4582875,40
1535,1.76E+15,41081884,2231,0.0011155,40.5673885,40
1536,1.76E+15,41107296,2231,0.0011155,40.5673885,40
1537,1.76E+15,41132716,2231,0.0011155,40.5673885,40
1538,1.76E+15,41158136,2231,0.0011155,40.5673885,40
1539,1.76E+15,41183556,2231,0.0011155,40.5673885,40
1540,1.76E+15,41208972,2225,0.0011125,40.4582875,40
1541,1.76E+15,41234380,2231,0.0011155,40.5673885,40
1542,1.76E+15,41259800,2231,0.0011155,40.5673885,40
1543,1.76E+15,41285220,2231,0.0011155,40.5673885,40
1544,1.76E+15,41310636,2231,0.0011155,40.5673885,40
1545,1.76E+15,41336056,2225,0.0011125,40.4582875,40
1546,1.76E+15,41361476,2225,0.0011125,40.4582875,40
1547,1.76E+15,41386888,2231,0.0011155,40.5673885,40
1548,1.76E+15,41412308,2231,0.0011155,40.5673885,40
1549,1.76E+15,41437724,2231,0.0011155,40.5673885,40
1550,1.76E+15,41463144,2231,0.0011155,40.5673885,40
1551,1.76E+15,41488560,2225,0.0011125,40.4582875,40
1552,1.76E+15,41513976,2231,0.0011155,40.5673885,40
1553,1.76E+15,41539396,2230,0.001115,40.549205,40
1554,1.76E+15,41564816,2231,0.0011155,40.5673885,40
1555,1.76E+15,41590236,2232,0.001116,40.585572,40
1556,1.76E+15,41615656,2232,0.001116,40.585572,40
1557,1.76E+15,41641072,2225,0.0011125,40.4582875,40
1558,1.76E+15,41666484,2232,0.001116,40.585572,40
1559,1.76E+15,41691904,2231,0.0011155,40.5673885,40
1560,1.76E+15,41717320,2231,0.0011155,40.5673885,40
1561,1.76E+15,41742744,2231,0.0011155,40.5673885,40
1562,1.76E+15,41768164,2225,0.0011125,40.4582875,40
1563,1.76E+15,41793588,2231,0.0011155,40.5673885,40
1564,1.76E+15,41819000,2231,0.0011155,40.5673885,40
1565,1.76E+15,41844416,2231,0.0011155,40.5673885,40
1566,1.76E+15,41869832,2231,0.0011155,40.5673885,40
1567,1.76E+15,41895252,2231,0.0011155,40.5673885,40
1568,1.76E+15,41920672,2225,0.0011125,40.4582875,40
1569,1.76E+15,41946080,2231,0.0011155,40.5673885,40
1570,1.76E+15,41971500,2231,0.0011155,40.5673885,40
1571,1.76E+15,41996912,2231,0.0011155,40.5673885,40
1572,1.76E+15,42022340,2231,0.0011155,40.5673885,40
1573,1.76E+15,42047756,2231,0.0011155,40.5673885,40
1574,1.76E+15,42073176,2225,0.0011125,40.4582875,40
1575,1.76E+15,42098588,2231,0.0011155,40.5673885,40
1576,1.76E+15,42123980,2204,0.001102,40.076434,40
1577,1.76E+15,42149356,2190,0.001095,39.821865,40
1578,1.76E+15,42174720,2178,0.001089,39.603663,40
1579,1.76E+15,42200104,2191,0.0010955,39.8400485,40
1580,1.76E+15,42225460,2177,0.0010885,39.5854795,40
1581,1.76E+15,42250840,2191,0.0010955,39.8400485,40
1582,1.76E+15,42276184,2163,0.0010815,39.3309105,40
1583,1.76E+15,42301536,2157,0.0010785,39.2218095,40
1584,1.76E+15,42326880,2164,0.001082,39.349094,40
1585,1.76E+15,42352232,2164,0.001082,39.349094,40
1586,1.76E+15,42377592,2164,0.001082,39.349094,40
1587,1.76E+15,42402944,2158,0.001079,39.239993,40
1588,1.76E+15,42428288,2164,0.001082,39.349094,40
1589,1.76E+15,42453640,2164,0.001082,39.349094,40
1590,1.76E+15,42478988,2164,0.001082,39.349094,40
1591,1.76E+15,42504336,2158,0.001079,39.239993,40
1592,1.76E+15,42529708,2191,0.0010955,39.8400485,40
1593,1.76E+15,42555096,2204,0.001102,40.076434,40
1594,1.76E+15,42580460,2177,0.0010885,39.5854795,
1595,1.76E+15,42605848,2204,0.001102,40.076434,
1596,1.76E+15,42631348,2306,0.001153,41.931151,
1597,1.76E+15,42656828,2285,0.0011425,41.5492975,
1598,1.76E+15,42682356,2352,0.001176,42.767592,
1599,1.76E+15,42707944,2406,0.001203,43.749501,
1600,1.76E+15,42733624,2487,0.0012435,45.2223645,
1601,1.76E+15,42759328,2516,0.001258,45.749686,
1602,1.76E+15,42785052,2539,0.0012695,46.1679065,
1603,1.76E+15,42810844,2598,0.001299,47.240733,
1604,1.76E+15,42836660,2628,0.001314,47.786238,
1605,1.76E+15,42862608,2756,0.001378,50.113726,50
1606,1.76E+15,42888592,2798,0.001399,50.877433,50
1607,1.76E+15,42914648,2867,0.0014335,52.1320945,50
1608,1.76E+15,42940676,2833,0.0014165,51.5138555,50
1609,1.76E+15,42966768,2897,0.0014485,52.6775995,50
1610,1.76E+15,42992872,2908,0.001454,52.877618,50
1611,1.76E+15,43019032,2968,0.001484,53.968628,50
1612,1.76E+15,43045216,2997,0.0014985,54.4959495,50
1613,1.76E+15,43071436,3027,0.0015135,55.0414545,50
1614,1.76E+15,43097660,3028,0.001514,55.059638,50
1615,1.76E+15,43123896,3047,0.0015235,55.4051245,50
1616,1.76E+15,43150176,3086,0.001543,56.114281,50
1617,1.76E+15,43176448,3077,0.0015385,55.9506295,50
1618,1.76E+15,43202752,3107,0.0015535,56.4961345,50
1619,1.76E+15,43229048,3106,0.001553,56.477951,50
1620,1.76E+15,43255320,3077,0.0015385,55.9506295,50
1621,1.76E+15,43281580,3067,0.0015335,55.7687945,50
1622,1.76E+15,43307832,3057,0.0015285,55.5869595,50
1623,1.76E+15,43334060,3036,0.001518,55.205106,50
1624,1.76E+15,43360308,3047,0.0015235,55.4051245,50
1625,1.76E+15,43386520,3027,0.0015135,55.0414545,50
1626,1.76E+15,43412720,3007,0.0015035,54.6777845,50
1627,1.76E+15,43438900,2987,0.0014935,54.3141145,50
1628,1.76E+15,43465064,2967,0.0014835,53.9504445,50
1629,1.76E+15,43491180,2927,0.0014635,53.2231045,50
1630,1.76E+15,43517284,2907,0.0014535,52.8594345,50
1631,1.76E+15,43543396,2917,0.0014585,53.0412695,50
1632,1.76E+15,43569464,2877,0.0014385,52.3139295,50
1633,1.76E+15,43595540,2887,0.0014435,52.4957645,50
1634,1.76E+15,43621592,2856,0.001428,51.932076,50
1635,1.76E+15,43647684,2897,0.0014485,52.6775995,50
1636,1.76E+15,43673748,2868,0.001434,52.150278,50
1637,1.76E+15,43699788,2856,0.001428,51.932076,50
1638,1.76E+15,43725844,2862,0.001431,52.041177,50
1639,1.76E+15,43751908,2878,0.001439,52.332113,50
1640,1.76E+15,43777924,2827,0.0014135,51.4047545,50
1641,1.76E+15,43803932,2821,0.0014105,51.2956535,50
1642,1.76E+15,43829972,2845,0.0014225,51.7320575,50
1643,1.76E+15,43856008,2844,0.001422,51.713874,50
1644,1.76E+15,43882060,2868,0.001434,52.150278,50
1645,1.76E+15,43908084,2838,0.001419,51.604773,50
1646,1.76E+15,43934108,2832,0.001416,51.495672,50
1647,1.76E+15,43960136,2832,0.001416,51.495672,50
1648,1.76E+15,43986180,2856,0.001428,51.932076,50
1649,1.76E+15,44012172,2797,0.0013985,50.8592495,50
1650,1.76E+15,44038164,2804,0.001402,50.986534,50
1651,1.76E+15,44064144,2797,0.0013985,50.8592495,50
1652,1.76E+15,44090160,2820,0.00141,51.27747,50
1653,1.76E+15,44116200,2845,0.0014225,51.7320575,50
1654,1.76E+15,44142232,2844,0.001422,51.713874,50
1655,1.76E+15,44168268,2844,0.001422,51.713874,50
1656,1.76E+15,44194300,2844,0.001422,51.713874,50
1657,1.76E+15,44220336,2850,0.001425,51.822975,50
1658,1.76E+15,44246376,2844,0.001422,51.713874,50
1659,1.76E+15,44272440,2867,0.0014335,52.1320945,50
1660,1.76E+15,44298500,2868,0.001434,52.150278,50
1661,1.76E+15,44324504,2809,0.0014045,51.0774515,50
1662,1.76E+15,44350508,2815,0.0014075,51.1865525,50
1663,1.76E+15,44376500,2809,0.0014045,51.0774515,50
1664,1.76E+15,44402504,2811,0.0014055,51.1138185,50
1665,1.76E+15,44428504,2809,0.0014045,51.0774515,50
1666,1.76E+15,44454504,2809,0.0014045,51.0774515,50
1667,1.76E+15,44480508,2815,0.0014075,51.1865525,50
1668,1.76E+15,44506512,2809,0.0014045,51.0774515,50
1669,1.76E+15,44532516,2808,0.001404,51.059268,50
1670,1.76E+15,44558520,2809,0.0014045,51.0774515,50
1671,1.76E+15,44584528,2810,0.001405,51.095635,50
1672,1.76E+15,44610528,2816,0.001408,51.204736,50
1673,1.76E+15,44636532,2809,0.0014045,51.0774515,50
1674,1.76E+15,44662560,2834,0.001417,51.532039,50
1675,1.76E+15,44688588,2833,0.0014165,51.5138555,50
1676,1.76E+15,44714592,2808,0.001404,51.059268,50
1677,1.76E+15,44740624,2839,0.0014195,51.6229565,50
1678,1.76E+15,44766648,2833,0.0014165,51.5138555,50
1679,1.76E+15,44792676,2839,0.0014195,51.6229565,50
1680,1.76E+15,44818700,2832,0.001416,51.495672,50
1681,1.76E+15,44844728,2832,0.001416,51.495672,50
1682,1.76E+15,44870704,2780,0.00139,50.55013,50
