,Computer Time (microseconds),Arduino Time (seconds),pulseTime (microseconds),pulsetime/2 in seconds,Distance Estimate in cm,Actual In cm
1683,1.76E+15,44896664,2774,0.001387,50.441029,50
1684,1.76E+15,44922632,2774,0.001387,50.441029,50
1685,1.76E+15,44948600,2774,0.001387,50.441029,50
1686,1.76E+15,44974560,2774,0.001387,50.441029,50
1687,1.76E+15,45000528,2780,0.00139,50.55013,50
1688,1.76E+15,45026496,2773,0.0013865,50.4228455,50
1689,1.76E+15,45052464,2774,0.001387,50.441029,50
1690,1.76E+15,45078432,2780,0.00139,50.55013,50
1691,1.76E+15,45104400,2774,0.001387,50.441029,50
1692,1.76E+15,45130368,2774,0.001387,50.441029,50
1693,1.76E+15,45156404,2838,0.001419,51.604773,50
1694,1.76E+15,45182364,2774,0.001387,50.441029,50
1695,1.76E+15,45208332,2774,0.001387,50.441029,50
1696,1.76E+15,45234296,2774,0.001387,50.441029,50
1697,1.76E+15,45260316,2832,0.001416,51.495672,50
1698,1.76E+15,45286284,2780,0.00139,50.55013,50
1699,1.76E+15,45312252,2774,0.001387,50.441029,50
1700,1.76E+15,45338220,2775,0.0013875,50.4592125,50
1701,1.76E+15,45364192,2780,0.00139,50.55013,50
1702,1.76E+15,45390160,2773,0.0013865,50.4228455,50
1703,1.76E+15,45416128,2774,0.001387,50.441029,50
1704,1.76E+15,45442156,2831,0.0014155,51.4774885,50
1705,1.76E+15,45468116,2774,0.001387,50.441029,50
1706,1.76E+15,45494084,2780,0.00139,50.55013,50
1707,1.76E+15,45520052,2774,0.001387,50.441029,50
1708,1.76E+15,45546020,2774,0.001387,50.441029,50
1709,1.76E+15,45571988,2780,0.00139,50.55013,50
1710,1.76E+15,45597956,2774,0.001387,50.441029,50
1711,1.76E+15,45623924,2774,0.001387,50.441029,50
1712,1.76E+15,45649900,2780,0.00139,50.55013,50
1713,1.76E+15,45675868,2774,0.001387,50.441029,50
1714,1.76E+15,45701840,2774,0.001387,50.441029,50
1715,1.76E+15,45727808,2779,0.0013895,50.5319465,50
1716,1.76E+15,45753768,2774,0.001387,50.441029,50
1717,1.76E+15,45779736,2774,0.001387,50.441029,50
1718,1.76E+15,45805704,2774,0.001387,50.441029,50
1719,1.76E+15,45831720,2832,0.001416,51.495672,50
1720,1.76E+15,45857744,2838,0.001419,51.604773,50
1721,1.76E+15,45883716,2774,0.001387,50.441029,50
1722,1.76E+15,45909680,2774,0.001387,50.441029,50
1723,1.76E+15,45935652,2779,0.0013895,50.5319465,50
1724,1.76E+15,45961616,2774,0.001387,50.441029,50
1725,1.76E+15,45987584,2774,0.001387,50.441029,50
1726,1.76E+15,46013552,2774,0.001387,50.441029,50
1727,1.76E+15,46039572,2831,0.0014155,51.4774885,50
1728,1.76E+15,46065540,2780,0.00139,50.55013,50
1729,1.76E+15,46091508,2774,0.001387,50.441029,50
1730,1.76E+15,46117476,2774,0.001387,50.441029,50
1731,1.76E+15,46143448,2780,0.00139,50.55013,50
1732,1.76E+15,46169416,2774,0.001387,50.441029,50
1733,1.76E+15,46195384,2775,0.0013875,50.4592125,50
1734,1.76E+15,46221360,2780,0.00139,50.55013,50
1735,1.76E+15,46247320,2775,0.0013875,50.4592125,50
1736,1.76E+15,46273288,2774,0.001387,50.441029,50
1737,1.76E+15,46299252,2774,0.001387,50.441029,50
1738,1.76E+15,46325212,2774,0.001387,50.441029,50
1739,1.76E+15,46351180,2780,0.00139,50.55013,50
1740,1.76E+15,46377148,2774,0.001387,50.441029,50
1741,1.76E+15,46403116,2774,0.001387,50.441029,50
1742,1.76E+15,46429084,2780,0.00139,50.55013,50
1743,1.76E+15,46455052,2774,0.001387,50.441029,50
1744,1.76E+15,46481020,2774,0.001387,50.441029,50
1745,1.76E+15,46506992,2780,0.00139,50.55013,50
1746,1.76E+15,46532960,2774,0.001387,50.441029,50
1747,1.76E+15,46558924,2773,0.0013865,50.4228455,50
1748,1.76E+15,46584948,2832,0.001416,51.495672,50
1749,1.76E+15,46610912,2774,0.001387,50.441029,50
1750,1.76E+15,46636880,2780,0.00139,50.55013,50
1751,1.76E+15,46662848,2774,0.001387,50.441029,50
1752,1.76E+15,46688816,2773,0.0013865,50.4228455,50
1753,1.76E+15,46714784,2780,0.00139,50.55013,50
1754,1.76E+15,46740752,2774,0.001387,50.441029,50
1755,1.76E+15,46766776,2832,0.001416,51.495672,50
1756,1.76E+15,46792748,2780,0.00139,50.55013,50
1757,1.76E+15,46818712,2774,0.001387,50.441029,50
1758,1.76E+15,46844680,2774,0.001387,50.441029,50
1759,1.76E+15,46870652,2774,0.001387,50.441029,50
1760,1.76E+15,46896616,2774,0.001387,50.441029,50
1761,1.76E+15,46922584,2780,0.00139,50.55013,50
1762,1.76E+15,46948552,2774,0.001387,50.441029,50
1763,1.76E+15,46974520,2774,0.001387,50.441029,50
1764,1.76E+15,47000544,2838,0.001419,51.604773,50
1765,1.76E+15,47026568,2832,0.001416,51.495672,50
1766,1.76E+15,47052536,2774,0.001387,50.441029,50
1767,1.76E+15,47078564,2832,0.001416,51.495672,50
1768,1.76E+15,47104532,2773,0.0013865,50.4228455,50
1769,1.76E+15,47130496,2780,0.00139,50.55013,50
1770,1.76E+15,47156464,2774,0.001387,50.441029,50
1771,1.76E+15,47182428,2774,0.001387,50.441029,50
1772,1.76E+15,47208400,2780,0.00139,50.55013,50
1773,1.76E+15,47234420,2832,0.001416,51.495672,50
1774,1.76E+15,47260388,2774,0.001387,50.441029,50
1775,1.76E+15,47286416,2832,0.001416,51.495672,50
1776,1.76E+15,47312436,2832,0.001416,51.495672,50
1777,1.76E+15,47338440,2816,0.001408,51.204736,50
1778,1.76E+15,47364432,2798,0.001399,50.877433,
1779,1.76E+15,47390504,2878,0.001439,52.332113,
1780,1.76E+15,47416588,2887,0.0014435,52.4957645,
1781,1.76E+15,47442684,2908,0.001454,52.877618,
1782,1.76E+15,47468808,2927,0.0014635,53.2231045,
1783,1.76E+15,47495024,3026,0.001513,55.023271,
1784,1.76E+15,47521268,3047,0.0015235,55.4051245,
1785,1.76E+15,47547556,3098,0.001549,56.332483,
1786,1.76E+15,47573928,3177,0.0015885,57.7689795,
1787,1.76E+15,47600348,3227,0.0016135,58.6781545,
1788,1.76E+15,47626784,3247,0.0016235,59.0418245,
1789,1.76E+15,47653268,3290,0.001645,59.823715,
1790,1.76E+15,47679792,3326,0.001663,60.478321,
1791,1.76E+15,47706336,3343,0.0016715,60.7874405,
1792,1.76E+15,47732936,3400,0.0017,61.8239,
1793,1.76E+15,47759568,3433,0.0017165,62.4239555,
1794,1.76E+15,47786224,3458,0.001729,62.878543,
1795,1.76E+15,47812900,3474,0.001737,63.169479,
1796,1.76E+15,47839568,3466,0.001733,63.024011,
1797,1.76E+15,47866264,3498,0.001749,63.605883,
1798,1.76E+15,47892960,3498,0.001749,63.605883,
1799,1.76E+15,47919660,3506,0.001753,63.751351,
1800,1.76E+15,47946360,3505,0.0017525,63.7331675,
1801,1.76E+15,47973032,3472,0.001736,63.133112,
1802,1.76E+15,47999696,3471,0.0017355,63.1149285,
1803,1.76E+15,48026380,3488,0.001744,63.424048,
1804,1.76E+15,48053076,3504,0.001752,63.714984,
1805,1.76E+15,48079748,3480,0.00174,63.27858,
1806,1.76E+15,48106392,3447,0.0017235,62.6785245,60
1807,1.76E+15,48133048,3464,0.001732,62.987644,60
1808,1.76E+15,48159704,3463,0.0017315,62.9694605,60
1809,1.76E+15,48186344,3447,0.0017235,62.6785245,60
1810,1.76E+15,48212960,3422,0.001711,62.223937,60
1811,1.76E+15,48239584,3430,0.001715,62.369405,60
1812,1.76E+15,48266172,3397,0.0016985,61.7693495,60
1813,1.76E+15,48292764,3398,0.001699,61.787533,60
1814,1.76E+15,48319348,3390,0.001695,61.642065,60
1815,1.76E+15,48345888,3348,0.001674,60.878358,60
1816,1.76E+15,48372448,3365,0.0016825,61.1874775,60
1817,1.76E+15,48398996,3355,0.0016775,61.0056425,60
1818,1.76E+15,48425512,3323,0.0016615,60.4237705,60
1819,1.76E+15,48452028,3324,0.001662,60.441954,60
1820,1.76E+15,48478544,3323,0.0016615,60.4237705,60
1821,1.76E+15,48505060,3318,0.001659,60.332853,60
1822,1.76E+15,48531576,3318,0.001659,60.332853,60
1823,1.76E+15,48558096,3323,0.0016615,60.4237705,60
1824,1.76E+15,48584608,3324,0.001662,60.441954,60
1825,1.76E+15,48611148,3348,0.001674,60.878358,60
1826,1.76E+15,48637700,3356,0.001678,61.023826,60
1827,1.76E+15,48664256,3357,0.0016785,61.0420095,60
1828,1.76E+15,48690808,3365,0.0016825,61.1874775,60
1829,1.76E+15,48717372,3365,0.0016825,61.1874775,60
1830,1.76E+15,48743928,3365,0.0016825,61.1874775,60
1831,1.76E+15,48770484,3365,0.0016825,61.1874775,60
1832,1.76E+15,48797044,3361,0.0016805,61.1147435,60
1833,1.76E+15,48823600,3359,0.0016795,61.0783765,60
1834,1.76E+15,48850160,3359,0.0016795,61.0783765,60
1835,1.76E+15,48876736,3376,0.001688,61.387496,60
1836,1.76E+15,48903288,3351,0.0016755,60.9329085,60
1837,1.76E+15,48929840,3358,0.001679,61.060193,60
1838,1.76E+15,48956380,3357,0.0016785,61.0420095,60
1839,1.76E+15,48982936,3357,0.0016785,61.0420095,60
1840,1.76E+15,49009488,3358,0.001679,61.060193,60
1841,1.76E+15,49036036,3357,0.0016785,61.0420095,60
1842,1.76E+15,49062592,3357,0.0016785,61.0420095,60
1843,1.76E+15,49089136,3350,0.001675,60.914725,60
1844,1.76E+15,49115660,3324,0.001662,60.441954,60
1845,1.76E+15,49142180,3324,0.001662,60.441954,60
1846,1.76E+15,49168704,3317,0.0016585,60.3146695,60
1847,1.76E+15,49195220,3318,0.001659,60.332853,60
1848,1.76E+15,49221736,3318,0.001659,60.332853,60
1849,1.76E+15,49248248,3324,0.001662,60.441954,60
1850,1.76E+15,49274768,3324,0.001662,60.441954,60
1851,1.76E+15,49301284,3324,0.001662,60.441954,60
1852,1.76E+15,49327804,3324,0.001662,60.441954,60
1853,1.76E+15,49354320,3323,0.0016615,60.4237705,60
1854,1.76E+15,49380840,3325,0.0016625,60.4601375,60
1855,1.76E+15,49407360,3324,0.001662,60.441954,60
1856,1.76E+15,49433880,3319,0.0016595,60.3510365,60
1857,1.76E+15,49460400,3318,0.001659,60.332853,60
1858,1.76E+15,49486916,3317,0.0016585,60.3146695,60
1859,1.76E+15,49513424,3324,0.001662,60.441954,60
1860,1.76E+15,49539944,3323,0.0016615,60.4237705,60
1861,1.76E+15,49566460,3324,0.001662,60.441954,60
1862,1.76E+15,49592980,3324,0.001662,60.441954,60
1863,1.76E+15,49619496,3325,0.0016625,60.4601375,60
1864,1.76E+15,49646012,3324,0.001662,60.441954,60
1865,1.76E+15,49672528,3324,0.001662,60.441954,60
1866,1.76E+15,49699048,3318,0.001659,60.332853,60
1867,1.76E+15,49725568,3318,0.001659,60.332853,60
1868,1.76E+15,49752084,3324,0.001662,60.441954,60
1869,1.76E+15,49778600,3324,0.001662,60.441954,60
1870,1.76E+15,49805116,3324,0.001662,60.441954,60
1871,1.76E+15,49831640,3325,0.0016625,60.4601375,60
1872,1.76E+15,49858152,3324,0.001662,60.441954,60
1873,1.76E+15,49884676,3324,0.001662,60.441954,60
1874,1.76E+15,49911196,3324,0.001662,60.441954,60
1875,1.76E+15,49937716,3318,0.001659,60.332853,60
1876,1.76E+15,49964236,3318,0.001659,60.332853,60
1877,1.76E+15,49990756,3319,0.0016595,60.3510365,60
1878,1.76E+15,50017264,3323,0.0016615,60.4237705,60
1879,1.76E+15,50043784,3325,0.0016625,60.4601375,60
1880,1.76E+15,50070304,3324,0.001662,60.441954,60
1881,1.76E+15,50096824,3324,0.001662,60.441954,60
1882,1.76E+15,50123340,3325,0.0016625,60.4601375,60
1883,1.76E+15,50149856,3323,0.0016615,60.4237705,60
1884,1.76E+15,50176372,3324,0.001662,60.441954,60
1885,1.76E+15,50202892,3318,0.001659,60.332853,60
1886,1.76E+15,50229408,3319,0.0016595,60.3510365,60
1887,1.76E+15,50255928,3324,0.001662,60.441954,60
1888,1.76E+15,50282436,3324,0.001662,60.441954,60
1889,1.76E+15,50308956,3324,0.001662,60.441954,60
1890,1.76E+15,50335472,3323,0.0016615,60.4237705,60
1891,1.76E+15,50361996,3324,0.001662,60.441954,60
1892,1.76E+15,50388516,3324,0.001662,60.441954,60
1893,1.76E+15,50415032,3324,0.001662,60.441954,60
1894,1.76E+15,50441552,3324,0.001662,60.441954,60
1895,1.76E+15,50468068,3318,0.001659,60.332853,60
1896,1.76E+15,50494588,3319,0.0016595,60.3510365,60
1897,1.76E+15,50521108,3325,0.0016625,60.4601375,60
1898,1.76E+15,50547620,3325,0.0016625,60.4601375,60
1899,1.76E+15,50574136,3324,0.001662,60.441954,60
1900,1.76E+15,50600656,3325,0.0016625,60.4601375,60
1901,1.76E+15,50627176,3324,0.001662,60.441954,60
1902,1.76E+15,50653704,3325,0.0016625,60.4601375,60
1903,1.76E+15,50680224,3324,0.001662,60.441954,60
1904,1.76E+15,50706740,3319,0.0016595,60.3510365,60
1905,1.76E+15,50733260,3317,0.0016585,60.3146695,60
1906,1.76E+15,50759780,3318,0.001659,60.332853,60
1907,1.76E+15,50786292,3324,0.001662,60.441954,60
1908,1.76E+15,50812812,3325,0.0016625,60.4601375,60
1909,1.76E+15,50839328,3324,0.001662,60.441954,60
1910,1.76E+15,50865844,3325,0.0016625,60.4601375,60
1911,1.76E+15,50892364,3325,0.0016625,60.4601375,60
1912,1.76E+15,50918888,3324,0.001662,60.441954,60
1913,1.76E+15,50945404,3323,0.0016615,60.4237705,60
1914,1.76E+15,50971924,3319,0.0016595,60.3510365,60
1915,1.76E+15,50998444,3318,0.001659,60.332853,60
1916,1.76E+15,51024964,3319,0.0016595,60.3510365,60
1917,1.76E+15,51051476,3324,0.001662,60.441954,60
1918,1.76E+15,51078000,3324,0.001662,60.441954,60
1919,1.76E+15,51104520,3325,0.0016625,60.4601375,60
1920,1.76E+15,51131040,3324,0.001662,60.441954,60
1921,1.76E+15,51157560,3324,0.001662,60.441954,60
1922,1.76E+15,51184084,3325,0.0016625,60.4601375,60
1923,1.76E+15,51210604,3325,0.0016625,60.4601375,60
1924,1.76E+15,51237116,3319,0.0016595,60.3510365,60
1925,1.76E+15,51263636,3318,0.001659,60.332853,60
1926,1.76E+15,51290156,3325,0.0016625,60.4601375,60
1927,1.76E+15,51316668,3324,0.001662,60.441954,60
1928,1.76E+15,51343184,3325,0.0016625,60.4601375,60
1929,1.76E+15,51369704,3325,0.0016625,60.4601375,60
1930,1.76E+15,51396220,3325,0.0016625,60.4601375,60
1931,1.76E+15,51422740,3325,0.0016625,60.4601375,60
1932,1.76E+15,51449256,3324,0.001662,60.441954,60
1933,1.76E+15,51475772,3318,0.001659,60.332853,60
1934,1.76E+15,51502292,3318,0.001659,60.332853,60
1935,1.76E+15,51528808,3318,0.001659,60.332853,60
1936,1.76E+15,51555320,3324,0.001662,60.441954,60
1937,1.76E+15,51581836,3325,0.0016625,60.4601375,60
1938,1.76E+15,51608356,3324,0.001662,60.441954,60
1939,1.76E+15,51634872,3324,0.001662,60.441954,60
1940,1.76E+15,51661388,3324,0.001662,60.441954,60
1941,1.76E+15,51687908,3324,0.001662,60.441954,60
1942,1.76E+15,51714424,3324,0.001662,60.441954,60
1943,1.76E+15,51740936,3318,0.001659,60.332853,60
1944,1.76E+15,51767452,3318,0.001659,60.332853,60
1945,1.76E+15,51793972,3324,0.001662,60.441954,60
1946,1.76E+15,51820480,3325,0.0016625,60.4601375,60
1947,1.76E+15,51846996,3324,0.001662,60.441954,60
1948,1.76E+15,51873516,3325,0.0016625,60.4601375,60
1949,1.76E+15,51900036,3324,0.001662,60.441954,60
1950,1.76E+15,51926556,3324,0.001662,60.441954,60
1951,1.76E+15,51953108,3357,0.0016785,61.0420095,
1952,1.76E+15,51979668,3365,0.0016825,61.1874775,
1953,1.76E+15,52006228,3359,0.0016795,61.0783765,
1954,1.76E+15,52032820,3393,0.0016965,61.6966155,
1955,1.76E+15,52059480,3459,0.0017295,62.8967265,
1956,1.76E+15,52086192,3508,0.001754,63.787718,
1957,1.76E+15,52112944,3550,0.001775,64.551425,
1958,1.76E+15,52139744,3604,0.001802,65.533334,
1959,1.76E+15,52166560,3621,0.0018105,65.8424535,
1960,1.76E+15,52193448,3688,0.001844,67.060748,
1961,1.76E+15,52220380,3730,0.001865,67.824455,
1962,1.76E+15,52247352,3777,0.0018885,68.6790795,
1963,1.76E+15,52274364,3812,0.001906,69.315502,
1964,1.76E+15,52301416,3846,0.001923,69.933741,
1965,1.76E+15,52328512,3888,0.001944,70.697448,
1966,1.76E+15,52355624,3919,0.0019595,71.2611365,
1967,1.76E+15,52382784,3959,0.0019795,71.9884765,
1968,1.76E+15,52409960,3985,0.0019925,72.4612475,
1969,1.76E+15,52437180,4009,0.0020045,72.8976515,
1970,1.76E+15,52464412,4035,0.0020175,73.3704225,
1971,1.76E+15,52491684,4077,0.0020385,74.1341295,
1972,1.76E+15,52518976,4092,0.002046,74.406882,
1973,1.76E+15,52546260,4092,0.002046,74.406882,
1974,1.76E+15,52573568,4108,0.002054,74.697818,
1975,1.76E+15,52600892,4124,0.002062,74.988754,
1976,1.76E+15,52628216,4135,0.0020675,75.1887725,
1977,1.76E+15,52655528,4114,0.002057,74.806919,
1978,1.76E+15,52682844,4107,0.0020535,74.6796345,
1979,1.76E+15,52710172,4135,0.0020675,75.1887725,
1980,1.76E+15,52737524,4150,0.002075,75.461525,
1981,1.76E+15,52764812,4094,0.002047,74.443249,
1982,1.76E+15,52792092,4088,0.002044,74.334148,
1983,1.76E+15,52819412,4124,0.002062,74.988754,
1984,1.76E+15,52846676,4067,0.0020335,73.9522945,
1985,1.76E+15,52873972,4103,0.0020515,74.6069005,
1986,1.76E+15,52901212,4042,0.002021,73.497707,
1987,1.76E+15,52928484,4072,0.002036,74.043212,70
1988,1.76E+15,52955720,4035,0.0020175,73.3704225,70
1989,1.76E+15,52982960,4043,0.0020215,73.5158905,70
1990,1.76E+15,53010168,4010,0.002005,72.915835,70
1991,1.76E+15,53037356,3992,0.001996,72.588532,70
1992,1.76E+15,53064532,3976,0.001988,72.297596,70
1993,1.76E+15,53091696,3960,0.00198,72.00666,70
1994,1.76E+15,53118844,3953,0.0019765,71.8793755,70
1995,1.76E+15,53145984,3943,0.0019715,71.6975405,70
1996,1.76E+15,53173116,3936,0.001968,71.570256,70
1997,1.76E+15,53200264,3951,0.0019755,71.8430085,70
1998,1.76E+15,53227392,3928,0.001964,71.424788,70
1999,1.76E+15,53254540,3945,0.0019725,71.7339075,70
2000,1.76E+15,53281656,3920,0.00196,71.27932,70
2001,1.76E+15,53308776,3919,0.0019595,71.2611365,70
2002,1.76E+15,53335920,3943,0.0019715,71.6975405,70
2003,1.76E+15,53363040,3920,0.00196,71.27932,70
2004,1.76E+15,53390160,3919,0.0019595,71.2611365,70
2005,1.76E+15,53417280,3920,0.00196,71.27932,70
2006,1.76E+15,53444396,3919,0.0019595,71.2611365,70
2007,1.76E+15,53471516,3920,0.00196,71.27932,70
2008,1.76E+15,53498636,3919,0.0019595,71.2611365,70
2009,1.76E+15,53525756,3920,0.00196,71.27932,70
2010,1.76E+15,53552876,3919,0.0019595,71.2611365,70
2011,1.76E+15,53579996,3919,0.0019595,71.2611365,70
2012,1.76E+15,53607116,3919,0.0019595,71.2611365,70
2013,1.76E+15,53634228,3919,0.0019595,71.2611365,70
2014,1.76E+15,53661348,3919,0.0019595,71.2611365,70
2015,1.76E+15,53688468,3919,0.0019595,71.2611365,70
2016,1.76E+15,53715580,3919,0.0019595,71.2611365,70
2017,1.76E+15,53742704,3919,0.0019595,71.2611365,70
2018,1.76E+15,53769820,3919,0.0019595,71.2611365,70
2019,1.76E+15,53796936,3919,0.0019595,71.2611365,70
2020,1.76E+15,53824048,3919,0.0019595,71.2611365,70
2021,1.76E+15,53851168,3925,0.0019625,71.3702375,70
2022,1.76E+15,53878276,3919,0.0019595,71.2611365,70
2023,1.76E+15,53905396,3926,0.001963,71.388421,70
2024,1.76E+15,53932516,3919,0.0019595,71.2611365,70
2025,1.76E+15,53959636,3926,0.001963,71.388421,70
2026,1.76E+15,53986756,3920,0.00196,71.27932,70
2027,1.76E+15,54013880,3926,0.001963,71.388421,70
2028,1.76E+15,54041000,3920,0.00196,71.27932,70
2029,1.76E+15,54068124,3920,0.00196,71.27932,70
2030,1.76E+15,54095244,3920,0.00196,71.27932,70
2031,1.76E+15,54122360,3920,0.00196,71.27932,70
2032,1.76E+15,54149480,3920,0.00196,71.27932,70
2033,1.76E+15,54176596,3920,0.00196,71.27932,70
2034,1.76E+15,54203716,3920,0.00196,71.27932,70
2035,1.76E+15,54230836,3919,0.0019595,71.2611365,70
2036,1.76E+15,54257956,3920,0.00196,71.27932,70
2037,1.76E+15,54285076,3921,0.0019605,71.2975035,70
2038,1.76E+15,54312196,3920,0.00196,71.27932,70
2039,1.76E+15,54339316,3920,0.00196,71.27932,70
2040,1.76E+15,54366436,3920,0.00196,71.27932,70
2041,1.76E+15,54393556,3920,0.00196,71.27932,70
2042,1.76E+15,54420676,3920,0.00196,71.27932,70
2043,1.76E+15,54447796,3920,0.00196,71.27932,70
2044,1.76E+15,54474916,3920,0.00196,71.27932,70
2045,1.76E+15,54502036,3920,0.00196,71.27932,70
2046,1.76E+15,54529156,3920,0.00196,71.27932,70
2047,1.76E+15,54556268,3919,0.0019595,71.2611365,70
2048,1.76E+15,54583392,3920,0.00196,71.27932,70
2049,1.76E+15,54610504,3920,0.00196,71.27932,70
2050,1.76E+15,54637628,3926,0.001963,71.388421,70
2051,1.76E+15,54664744,3920,0.00196,71.27932,70
2052,1.76E+15,54691872,3926,0.001963,71.388421,70
2053,1.76E+15,54718984,3920,0.00196,71.27932,70
2054,1.76E+15,54746108,3926,0.001963,71.388421,70
2055,1.76E+15,54773228,3920,0.00196,71.27932,70
2056,1.76E+15,54800348,3926,0.001963,71.388421,70
2057,1.76E+15,54827468,3920,0.00196,71.27932,70
2058,1.76E+15,54854588,3927,0.0019635,71.4066045,70
2059,1.76E+15,54881708,3918,0.001959,71.242953,70
2060,1.76E+15,54908828,3919,0.0019595,71.2611365,70
2061,1.76E+15,54935948,3920,0.00196,71.27932,70
2062,1.76E+15,54963064,3919,0.0019595,71.2611365,70
2063,1.76E+15,54990188,3919,0.0019595,71.2611365,70
2064,1.76E+15,55017308,3918,0.001959,71.242953,70
2065,1.76E+15,55044428,3920,0.00196,71.27932,70
2066,1.76E+15,55071544,3919,0.0019595,71.2611365,70
2067,1.76E+15,55098664,3920,0.00196,71.27932,70
2068,1.76E+15,55125788,3920,0.00196,71.27932,70
2069,1.76E+15,55152904,3920,0.00196,71.27932,70
2070,1.76E+15,55180024,3919,0.0019595,71.2611365,70
2071,1.76E+15,55207144,3919,0.0019595,71.2611365,70
2072,1.76E+15,55234260,3919,0.0019595,71.2611365,70
2073,1.76E+15,55261376,3919,0.0019595,71.2611365,70
2074,1.76E+15,55288496,3919,0.0019595,71.2611365,70
2075,1.76E+15,55315616,3919,0.0019595,71.2611365,70
2076,1.76E+15,55342732,3919,0.0019595,71.2611365,70
2077,1.76E+15,55369852,3919,0.0019595,71.2611365,70
2078,1.76E+15,55396960,3919,0.0019595,71.2611365,70
2079,1.76E+15,55424080,3919,0.0019595,71.2611365,70
2080,1.76E+15,55451192,3920,0.00196,71.27932,70
2081,1.76E+15,55478316,3926,0.001963,71.388421,70
2082,1.76E+15,55505436,3920,0.00196,71.27932,70
2083,1.76E+15,55532560,3925,0.0019625,71.3702375,70
2084,1.76E+15,55559676,3919,0.0019595,71.2611365,70
2085,1.76E+15,55586796,3926,0.001963,71.388421,70
2086,1.76E+15,55613916,3919,0.0019595,71.2611365,70
2087,1.76E+15,55641032,3925,0.0019625,71.3702375,70
2088,1.76E+15,55668156,3919,0.0019595,71.2611365,70
2089,1.76E+15,55695276,3926,0.001963,71.388421,70
2090,1.76E+15,55722396,3919,0.0019595,71.2611365,70
2091,1.76E+15,55749516,3920,0.00196,71.27932,70
2092,1.76E+15,55776636,3920,0.00196,71.27932,70
2093,1.76E+15,55803756,3919,0.0019595,71.2611365,70
2094,1.76E+15,55830872,3919,0.0019595,71.2611365,70
2095,1.76E+15,55857996,3919,0.0019595,71.2611365,70
2096,1.76E+15,55885116,3919,0.0019595,71.2611365,70
2097,1.76E+15,55912232,3919,0.0019595,71.2611365,70
2098,1.76E+15,55939348,3919,0.0019595,71.2611365,70
2099,1.76E+15,55966472,3919,0.0019595,71.2611365,70
2100,1.76E+15,55993596,3920,0.00196,71.27932,70
2101,1.76E+15,56020716,3919,0.0019595,71.2611365,70
2102,1.76E+15,56047836,3920,0.00196,71.27932,70
2103,1.76E+15,56074956,3920,0.00196,71.27932,70
2104,1.76E+15,56102076,3920,0.00196,71.27932,70
2105,1.76E+15,56129196,3920,0.00196,71.27932,70
2106,1.76E+15,56156316,3919,0.0019595,71.2611365,70
2107,1.76E+15,56183428,3919,0.0019595,71.2611365,70
2108,1.76E+15,56210548,3918,0.001959,71.242953,70
2109,1.76E+15,56237660,3919,0.0019595,71.2611365,70
2110,1.76E+15,56264780,3918,0.001959,71.242953,70
2111,1.76E+15,56291896,3920,0.00196,71.27932,70
2112,1.76E+15,56319020,3925,0.0019625,71.3702375,70
2113,1.76E+15,56346136,3919,0.0019595,71.2611365,70
2114,1.76E+15,56373264,3926,0.001963,71.388421,70
2115,1.76E+15,56400372,3918,0.001959,71.242953,70
2116,1.76E+15,56427488,3925,0.0019625,71.3702375,70
2117,1.76E+15,56454608,3919,0.0019595,71.2611365,70
2118,1.76E+15,56481728,3926,0.001963,71.388421,70
2119,1.76E+15,56508844,3919,0.0019595,71.2611365,70
2120,1.76E+15,56535964,3919,0.0019595,71.2611365,70
2121,1.76E+15,56563080,3919,0.0019595,71.2611365,70
2122,1.76E+15,56590204,3919,0.0019595,71.2611365,70
2123,1.76E+15,56617324,3918,0.001959,71.242953,70
2124,1.76E+15,56644444,3919,0.0019595,71.2611365,70
2125,1.76E+15,56671560,3918,0.001959,71.242953,70
2126,1.76E+15,56698676,3918,0.001959,71.242953,70
2127,1.76E+15,56725800,3919,0.0019595,71.2611365,70
2128,1.76E+15,56752920,3919,0.0019595,71.2611365,70
2129,1.76E+15,56780040,3920,0.00196,71.27932,70
2130,1.76E+15,56807160,3919,0.0019595,71.2611365,70
2131,1.76E+15,56834280,3919,0.0019595,71.2611365,70
2132,1.76E+15,56861400,3920,0.00196,71.27932,70
2133,1.76E+15,56888520,3919,0.0019595,71.2611365,70
2134,1.76E+15,56915640,3920,0.00196,71.27932,70
2135,1.76E+15,56942784,3944,0.001972,71.715724,70
2136,1.76E+15,56969912,3928,0.001964,71.424788,70
2137,1.76E+15,56997048,3936,0.001968,71.570256,70
2138,1.76E+15,57024192,3944,0.001972,71.715724,70
2139,1.76E+15,57051344,3952,0.001976,71.861192,70
2140,1.76E+15,57078516,3969,0.0019845,72.1703115,
2141,1.76E+15,57105712,3994,0.001997,72.624899,
2142,1.76E+15,57132968,4051,0.0020255,73.6613585,
2143,1.76E+15,57160236,4067,0.0020335,73.9522945,
2144,1.76E+15,57187552,4114,0.002057,74.806919,
2145,1.76E+15,57214912,4161,0.0020805,75.6615435,
2146,1.76E+15,57242324,4213,0.0021065,76.6070855,
2147,1.76E+15,57269788,4261,0.0021305,77.4798935,
2148,1.76E+15,57297296,4307,0.0021535,78.3163345,
2149,1.76E+15,57324856,4354,0.002177,79.170959,
2150,1.76E+15,57352488,4426,0.002213,80.480171,
2151,1.76E+15,57380144,4449,0.0022245,80.8983915,
2152,1.76E+15,57407844,4495,0.0022475,81.7348325,
