,Computer Time (microseconds),Arduino Time (seconds),pulseTime (microseconds)
0,1760001474584137.0,16272.0,13904.0
1,1760001474584319.0,43352.0,13918.0
2,1760001474584478.0,70432.0,13925.0
3,1760001474584627.0,88308.0,4770.0
4,1760001474584782.0,108216.0,6845.0
5,1760001474585047.0,135296.0,13920.0
6,1760001474585221.0,162420.0,13923.0
7,1760001474585383.0,189552.0,13919.0
8,1760001474585537.0,207476.0,4771.0
9,1760001474585697.0,234560.0,13920.0
10,1760001474585859.0,261676.0,13919.0
11,1760001474586028.0,288816.0,13926.0
12,1760001474586197.0,315916.0,13895.0
13,1760001474586363.0,343060.0,13928.0
14,1760001474586537.0,370188.0,13919.0
15,1760001474586711.0,397328.0,13927.0
16,1760001474586884.0,424456.0,13920.0
17,1760001474587050.0,451592.0,13924.0
18,1760001474587213.0,478724.0,13920.0
19,1760001474587458.0,505864.0,13927.0
20,1760001474587634.0,532996.0,13921.0
21,1760001474587799.0,560136.0,13925.0
22,1760001474587966.0,587260.0,13919.0
23,1760001474588130.0,614392.0,13926.0
24,1760001474588292.0,641528.0,13920.0
25,1760001474588456.0,668660.0,13924.0
26,1760001474588614.0,686712.0,4895.0
27,1760001474588781.0,713792.0,13919.0
28,1760001474588944.0,740924.0,13920.0
29,1760001474589108.0,768064.0,13925.0
30,1760001474589264.0,786028.0,4822.0
31,1760001474589440.0,813116.0,13925.0
32,1760001474589597.0,840248.0,13923.0
33,1760001474589758.0,867388.0,13925.0
34,1760001474589909.0,885352.0,4822.0
35,1760001474590067.0,912436.0,13924.0
36,1760001474590224.0,939568.0,13923.0
37,1760001474590383.0,966712.0,13929.0
38,1760001474590546.0,993840.0,13919.0
39,1760001474590715.0,1020956.0,13902.0
40,1760001474590886.0,1044356.0,10169.0
41,1760001474591056.0,1067760.0,10169.0
42,1760001474591225.0,1091164.0,10170.0
43,1760001474591394.0,1114516.0,10117.0
44,1760001474591596.0,1137896.0,10143.0
45,1760001474591790.0,1161300.0,10169.0
46,1760001474591961.0,1188472.0,13923.0
47,1760001474592129.0,1211848.0,10143.0
48,1760001474592386.0,1235204.0,10118.0
49,1760001474592564.0,1253352.0,4954.0
50,1760001474592727.0,1280492.0,13922.0
51,1760001474592890.0,1307656.0,13905.0
52,1760001474593053.0,1334804.0,13897.0
53,1760001474593217.0,1361968.0,13905.0
54,1760001474593380.0,1389120.0,13897.0
55,1760001474593543.0,1416276.0,13898.0
56,1760001474593699.0,1434296.0,4822.0
57,1760001474593861.0,1461428.0,13918.0
58,1760001474594025.0,1488584.0,13894.0
59,1760001474594236.0,1515740.0,13894.0
60,1760001474594411.0,1533764.0,4828.0
61,1760001474594577.0,1557072.0,10118.0
62,1760001474594745.0,1580428.0,10118.0
63,1760001474594910.0,1603812.0,10143.0
64,1760001474595079.0,1627240.0,10192.0
65,1760001474595249.0,1654388.0,13895.0
66,1760001474595408.0,1672436.0,4848.0
67,1760001474595571.0,1695772.0,10147.0
68,1760001474595736.0,1722924.0,13899.0
69,1760001474595895.0,1740948.0,4823.0
70,1760001474596057.0,1768020.0,13871.0
71,1760001474596216.0,1786020.0,4796.0
72,1760001474596378.0,1813124.0,13894.0
73,1760001474596539.0,1831176.0,4848.0
74,1760001474596695.0,1849184.0,4854.0
75,1760001474596859.0,1876320.0,13919.0
76,1760001474597016.0,1894348.0,4829.0
77,1760001474597180.0,1912356.0,4848.0
78,1760001474597337.0,1930440.0,4922.0
79,1760001474597501.0,1957544.0,13898.0
80,1760001474597672.0,1984700.0,13898.0
81,1760001474597838.0,2011856.0,13895.0
82,1760001474597996.0,2029880.0,4823.0
83,1760001474598154.0,2047892.0,4855.0
84,1760001474598310.0,2065880.0,4823.0
85,1760001474598472.0,2093016.0,13927.0
86,1760001474598630.0,2111016.0,4797.0
87,1760001474612833.0,2129104.0,4923.0
88,1760001474641333.0,2156240.0,13923.0
89,1760001474657895.0,2174288.0,4848.0
90,1760001474674302.0,2192300.0,4856.0
91,1760001474702909.0,2219440.0,13923.0
92,1760001474731647.0,2246600.0,13902.0
93,1760001474756367.0,2273756.0,13897.0
94,1760001474784839.0,2300912.0,13902.0
95,1760001474813254.0,2328068.0,13897.0
96,1760001474838214.0,2355232.0,13903.0
97,1760001474858419.0,2373252.0,4822.0
98,1760001474875028.0,2393112.0,6689.0
99,1760001474895382.0,2411064.0,4797.0
100,1760001474911874.0,2429152.0,4924.0
101,1760001474932374.0,2449032.0,6705.0
102,1760001474948869.0,2466968.0,4772.0
103,1760001474977446.0,2494096.0,13919.0
104,1760001475006108.0,2521256.0,13898.0
105,1760001475030697.0,2548416.0,13898.0
106,1760001475059368.0,2575568.0,13897.0
107,1760001475087848.0,2602732.0,13905.0
108,1760001475112544.0,2629884.0,13897.0
109,1760001475141403.0,2657068.0,13927.0
110,1760001475169700.0,2684248.0,13921.0
111,1760001475194518.0,2711400.0,13903.0
112,1760001475223104.0,2738560.0,13897.0
113,1760001475251572.0,2765720.0,13901.0
114,1760001475276439.0,2792872.0,13897.0
115,1760001475304954.0,2820032.0,13902.0
116,1760001475329690.0,2847188.0,13896.0
117,1760001475358336.0,2874344.0,13901.0
118,1760001475386951.0,2901504.0,13898.0
119,1760001475411500.0,2928664.0,13902.0
120,1760001475440155.0,2955840.0,13922.0
121,1760001475468878.0,2982996.0,13899.0
122,1760001475493387.0,3010172.0,13920.0
123,1760001475522105.0,3037328.0,13897.0
124,1760001475550698.0,3064484.0,13900.0
125,1760001475575355.0,3091664.0,13921.0
126,1760001475595837.0,3111888.0,7009.0
127,1760001475624589.0,3139024.0,13925.0
128,1760001475649030.0,3166184.0,13903.0
129,1760001475677701.0,3193364.0,13921.0
130,1760001475706443.0,3220552.0,13923.0
131,1760001475730955.0,3247704.0,13899.0
132,1760001475759913.0,3274884.0,13921.0
133,1760001475788138.0,3302064.0,13922.0
134,1760001475804763.0,3320064.0,4797.0
135,1760001475833260.0,3347200.0,13931.0
136,1760001475858129.0,3374380.0,13920.0
137,1760001475886802.0,3401560.0,13926.0
138,1760001475902984.0,3419592.0,4823.0
139,1760001475923499.0,3439340.0,6581.0
140,1760001475943902.0,3457244.0,4748.0
141,1760001475968749.0,3484384.0,13923.0
142,1760001475997357.0,3511544.0,13898.0
143,1760001476021922.0,3538724.0,13926.0
144,1760001476042410.0,3556752.0,4821.0
145,1760001476070864.0,3583896.0,13931.0
146,1760001476087243.0,3603480.0,6363.0
147,1760001476107844.0,3621756.0,5121.0
148,1760001476124225.0,3638232.0,3326.0
149,1760001476140553.0,3656316.0,4922.0
150,1760001476169403.0,3683452.0,13920.0
151,1760001476189698.0,3703236.0,6572.0
152,1760001476206111.0,3722836.0,6435.0
153,1760001476226744.0,3740788.0,4797.0
154,1760001476247203.0,3760776.0,6816.0
155,1760001476267316.0,3780468.0,6526.0
156,1760001476283877.0,3800080.0,6437.0
157,1760001476304419.0,3818052.0,4823.0
158,1760001476328992.0,3845192.0,13925.0
159,1760001476349433.0,3865456.0,7053.0
160,1760001476369914.0,3885516.0,6886.0
161,1760001476390203.0,3903508.0,4829.0
162,1760001476415282.0,3930640.0,13925.0
163,1760001476443851.0,3957824.0,13922.0
164,1760001476464297.0,3977796.0,6762.0
165,1760001476480501.0,3995856.0,4897.0
166,1760001476500909.0,4015788.0,6759.0
167,1760001476517326.0,4033720.0,4770.0
168,1760001476537805.0,4053604.0,6715.0
169,1760001476558364.0,4073464.0,6692.0
170,1760001476578789.0,4091496.0,4870.0
171,1760001476595152.0,4111000.0,6332.0
172,1760001476615731.0,4129036.0,4874.0
173,1760001476635954.0,4148628.0,6430.0
174,1760001476652769.0,4166616.0,4829.0
175,1760001476681300.0,4193752.0,13923.0
176,1760001476697639.0,4211856.0,4897.0
177,1760001476714007.0,4229800.0,4797.0
178,1760001476742701.0,4256944.0,13927.0
179,1760001476771308.0,4284108.0,13901.0
180,1760001476787660.0,4303480.0,6164.0
181,1760001476808259.0,4321436.0,4797.0
182,1760001476824633.0,4340680.0,6085.0
183,1760001476844968.0,4358692.0,4848.0
184,1760001476861462.0,4376728.0,4875.0
185,1760001476881915.0,4395904.0,6017.0
186,1760001476898306.0,4413940.0,4871.0
187,1760001476918697.0,4433012.0,5907.0
188,1760001476939094.0,4452040.0,5869.0
189,1760001476955606.0,4471000.0,5793.0
190,1760001476976305.0,4489856.0,5687.0
191,1760001476996547.0,4508728.0,5704.0
192,1760001477012987.0,4527548.0,5659.0
193,1760001477033332.0,4546260.0,5546.0
194,1760001477050079.0,4564888.0,5466.0
195,1760001477070444.0,4583452.0,5400.0
196,1760001477086672.0,4601992.0,5382.0
197,1760001477107208.0,4620068.0,4922.0
198,1760001477123819.0,4638476.0,5252.0
199,1760001477143915.0,4656872.0,5231.0
200,1760001477160766.0,4675216.0,5185.0
201,1760001477180917.0,4693512.0,5137.0
202,1760001477197381.0,4711808.0,5132.0
203,1760001477217720.0,4729968.0,5000.0
204,1760001477234121.0,4748092.0,4970.0
205,1760001477250601.0,4766128.0,4875.0
206,1760001477271104.0,4784180.0,4881.0
207,1760001477287476.0,4802188.0,4854.0
208,1760001477307863.0,4820080.0,4729.0
209,1760001477324234.0,4837880.0,4644.0
210,1760001477340606.0,4855496.0,4461.0
211,1760001477361124.0,4873092.0,4446.0
212,1760001477377464.0,4890568.0,4320.0
213,1760001477393907.0,4907920.0,4194.0
214,1760001477410577.0,4925128.0,4053.0
215,1760001477430377.0,4942220.0,3937.0
216,1760001477446998.0,4959184.0,3812.0
217,1760001477463588.0,4975996.0,3657.0
218,1760001477479720.0,4992680.0,3531.0
219,1760001477496180.0,5009224.0,3400.0
220,1760001477512764.0,5025668.0,3293.0
221,1760001477529249.0,5041976.0,3159.0
222,1760001477545562.0,5058156.0,3029.0
223,1760001477561853.0,5074208.0,2900.0
224,1760001477578186.0,5090160.0,2806.0
225,1760001477594357.0,5105992.0,2682.0
226,1760001477606862.0,5121684.0,2547.0
227,1760001477623204.0,5137288.0,2461.0
228,1760001477639613.0,5152816.0,2381.0
229,1760001477656043.0,5168212.0,2254.0
230,1760001477672247.0,5183524.0,2165.0
231,1760001477684662.0,5198756.0,2098.0
232,1760001477701195.0,5213876.0,1978.0
233,1760001477717265.0,5228904.0,1887.0
234,1760001477729683.0,5243876.0,1832.0
235,1760001477746232.0,5258784.0,1765.0
236,1760001477762425.0,5273620.0,1695.0
237,1760001477774736.0,5288392.0,1638.0
238,1760001477791165.0,5303020.0,1491.0
239,1760001477803424.0,5317580.0,1423.0
240,1760001477819907.0,5332156.0,1434.0
241,1760001477832103.0,5346604.0,1315.0
242,1760001477848658.0,5361004.0,1267.0
243,1760001477860759.0,5375352.0,1211.0
244,1760001477877361.0,5389628.0,1136.0
245,1760001477889427.0,5403900.0,1136.0
246,1760001477905943.0,5418076.0,1042.0
247,1760001477918098.0,5432224.0,1024.0
248,1760001477934599.0,5446348.0,987.0
249,1760001477946767.0,5460384.0,949.0
250,1760001477963159.0,5474380.0,911.0
251,1760001477975418.0,5488384.0,930.0
252,1760001477987706.0,5502340.0,871.0
253,1760001478004041.0,5516236.0,817.0
254,1760001478016383.0,5530132.0,811.0
255,1760001478032756.0,5544020.0,811.0
256,1760001478045044.0,5557912.0,811.0
257,1760001478057299.0,5571728.0,731.0
258,1760001478073828.0,5585516.0,711.0
259,1760001478085993.0,5599296.0,697.0
260,1760001478098209.0,5613044.0,671.0
261,1760001478114819.0,5626780.0,658.0
262,1760001478126970.0,5640472.0,611.0
263,1760001478143209.0,5654212.0,652.0
264,1760001478155873.0,5667908.0,612.0
265,1760001478167910.0,5681556.0,572.0
266,1760001478184291.0,5695252.0,618.0
267,1760001478196853.0,5708908.0,571.0
268,1760001478208901.0,5722520.0,532.0
269,1760001478225076.0,5736096.0,497.0
270,1760001478237708.0,5749708.0,538.0
271,1760001478249816.0,5763368.0,572.0
272,1760001478266177.0,5776960.0,512.0
273,1760001478278618.0,5790516.0,477.0
274,1760001478290784.0,5804040.0,440.0
275,1760001478303200.0,5817592.0,472.0
276,1760001478319790.0,5831084.0,414.0
277,1760001478331743.0,5844620.0,459.0
278,1760001478344047.0,5858120.0,421.0
279,1760001478360490.0,5871644.0,439.0
280,1760001478372708.0,5885116.0,396.0
281,1760001478385164.0,5898532.0,339.0
282,1760001478401363.0,5911972.0,358.0
283,1760001478414056.0,5925508.0,459.0
284,1760001478426210.0,5938932.0,345.0
285,1760001478438237.0,5952356.0,345.0
286,1760001478454687.0,5965880.0,440.0
287,1760001478466922.0,5979352.0,396.0
288,1760001478479100.0,5992772.0,339.0
289,1760001478495264.0,6006212.0,364.0
290,1760001478508271.0,6019620.0,326.0
291,1760001478520164.0,6032968.0,269.0
292,1760001478532469.0,6046332.0,288.0
293,1760001478549048.0,6059776.0,364.0
294,1760001478561112.0,6073164.0,307.0
295,1760001478573385.0,6086552.0,307.0
296,1760001478589702.0,6099956.0,326.0
297,1760001478602048.0,6113360.0,320.0
298,1760001478614354.0,6126704.0,263.0
299,1760001478626919.0,6140048.0,263.0
